code_atu,description,source_url
J1340,Retorts from,https://www.ruthenia.ru/folklore/thompson/j.htm
J1350,Rude retorts,https://www.ruthenia.ru/folklore/thompson/j.htm
J1370,Cynical retorts,https://www.ruthenia.ru/folklore/thompson/j.htm
J1380,Retorts,https://www.ruthenia.ru/folklore/thompson/j.htm
J1390,Retorts,https://www.ruthenia.ru/folklore/thompson/j.htm
J1400,Repartee,https://www.ruthenia.ru/folklore/thompson/j.htm
J1410,Repartee,https://www.ruthenia.ru/folklore/thompson/j.htm
J1420,Animals retort,https://www.ruthenia.ru/folklore/thompson/j.htm
J1430,Repartee,https://www.ruthenia.ru/folklore/thompson/j.htm
J1500,Clever practical,https://www.ruthenia.ru/folklore/thompson/j.htm
J1510,The cheater,https://www.ruthenia.ru/folklore/thompson/j.htm
J1530,One absurdity,https://www.ruthenia.ru/folklore/thompson/j.htm
J1540,Retorts between,https://www.ruthenia.ru/folklore/thompson/j.htm
J1550,Practical,https://www.ruthenia.ru/folklore/thompson/j.htm
J1560,Practical,https://www.ruthenia.ru/folklore/thompson/j.htm
J1580,Practical retorts,https://www.ruthenia.ru/folklore/thompson/j.htm
J1600,Practical,https://www.ruthenia.ru/folklore/thompson/j.htm
J1750,One animal,https://www.ruthenia.ru/folklore/thompson/j.htm
J1760,Animal or person,https://www.ruthenia.ru/folklore/thompson/j.htm
J1770,Objects with,https://www.ruthenia.ru/folklore/thompson/j.htm
J1780,Things thought to,https://www.ruthenia.ru/folklore/thompson/j.htm
J1790,Shadow mistaken,https://www.ruthenia.ru/folklore/thompson/j.htm
J1800,One thing,https://www.ruthenia.ru/folklore/thompson/j.htm
J1810,Physical,https://www.ruthenia.ru/folklore/thompson/j.htm
J1820,Inappropriate,https://www.ruthenia.ru/folklore/thompson/j.htm
J1850,Gift or sale to,https://www.ruthenia.ru/folklore/thompson/j.htm
J1860,Animal or object,https://www.ruthenia.ru/folklore/thompson/j.htm
J1870,Absurd sympathy,https://www.ruthenia.ru/folklore/thompson/j.htm
J1880,Animals or,https://www.ruthenia.ru/folklore/thompson/j.htm
J1900,Absurd disregard,https://www.ruthenia.ru/folklore/thompson/j.htm
J1910,Fatal disregard,https://www.ruthenia.ru/folklore/thompson/j.htm
J1920,Absurd searches,https://www.ruthenia.ru/folklore/thompson/j.htm
J1930,Absurd disregard,https://www.ruthenia.ru/folklore/thompson/j.htm
J1960,Other absurd,https://www.ruthenia.ru/folklore/thompson/j.htm
J2010,Uncertainty about,https://www.ruthenia.ru/folklore/thompson/j.htm
J2020,Inability to find,https://www.ruthenia.ru/folklore/thompson/j.htm
J2030,Absurd inability,https://www.ruthenia.ru/folklore/thompson/j.htm
J2040,Absurd,https://www.ruthenia.ru/folklore/thompson/j.htm
J2050,Absurd,https://www.ruthenia.ru/folklore/thompson/j.htm
J2060,Absurd plans: air,https://www.ruthenia.ru/folklore/thompson/j.htm
J2070,Absurd wishes,https://www.ruthenia.ru/folklore/thompson/j.htm
J2080,Foolish bargains,https://www.ruthenia.ru/folklore/thompson/j.htm
J2100,Remedies worse,https://www.ruthenia.ru/folklore/thompson/j.htm
J2120,Disregard of,https://www.ruthenia.ru/folklore/thompson/j.htm
J2130,Foolish disregard,https://www.ruthenia.ru/folklore/thompson/j.htm
J2160,Other,https://www.ruthenia.ru/folklore/thompson/j.htm
J2200,Absurd lack of,https://www.ruthenia.ru/folklore/thompson/j.htm
J2210,Logical absurdity,https://www.ruthenia.ru/folklore/thompson/j.htm
J2220,Other logical,https://www.ruthenia.ru/folklore/thompson/j.htm
J2260,Absurd scientific,https://www.ruthenia.ru/folklore/thompson/j.htm
J2270,Absurd,https://www.ruthenia.ru/folklore/thompson/j.htm
J2280,Other absurd,https://www.ruthenia.ru/folklore/thompson/j.htm
J2310,Nature of,https://www.ruthenia.ru/folklore/thompson/j.htm
J2410,Types of foolish,https://www.ruthenia.ru/folklore/thompson/j.htm
J2420,Foolish,https://www.ruthenia.ru/folklore/thompson/j.htm
J2450,Literal fool,https://www.ruthenia.ru/folklore/thompson/j.htm
J2460,Literal obedience,https://www.ruthenia.ru/folklore/thompson/j.htm
J2470,Metaphors literally,https://www.ruthenia.ru/folklore/thompson/j.htm
J2490,Literal,https://www.ruthenia.ru/folklore/thompson/j.htm
J0,Acquisition and,https://www.ruthenia.ru/folklore/thompson/j.htm
J10,Wisdom (knowledge),https://www.ruthenia.ru/folklore/thompson/j.htm
J30,Wisdom (knowledge),https://www.ruthenia.ru/folklore/thompson/j.htm
J50,Wisdom (knowledge),https://www.ruthenia.ru/folklore/thompson/j.htm
J80,Wisdom (knowledge),https://www.ruthenia.ru/folklore/thompson/j.htm
J100,Wisdom (knowledge),https://www.ruthenia.ru/folklore/thompson/j.htm
J120,Wisdom learned,https://www.ruthenia.ru/folklore/thompson/j.htm
J130,Wisdom (knowledge),https://www.ruthenia.ru/folklore/thompson/j.htm
J140,Wisdom (knowledge),https://www.ruthenia.ru/folklore/thompson/j.htm
J150,Other means of,https://www.ruthenia.ru/folklore/thompson/j.htm
J200,Choices.,https://www.ruthenia.ru/folklore/thompson/j.htm
J210,Choice between,https://www.ruthenia.ru/folklore/thompson/j.htm
J230,Choice: real and,https://www.ruthenia.ru/folklore/thompson/j.htm
F171.2,Broad and narrow roads in otherworld.,https://www.ruthenia.ru/folklore/thompson/j.htm
J240,Choice between,https://www.ruthenia.ru/folklore/thompson/j.htm
J260,Choice between,https://www.ruthenia.ru/folklore/thompson/j.htm
J280,Quality preferred,https://www.ruthenia.ru/folklore/thompson/j.htm
J310,The present,https://www.ruthenia.ru/folklore/thompson/j.htm
J320,Present values,https://www.ruthenia.ru/folklore/thompson/j.htm
J340,Choices: little,https://www.ruthenia.ru/folklore/thompson/j.htm
J370,Choices: important,https://www.ruthenia.ru/folklore/thompson/j.htm
J390,Choices: kind,https://www.ruthenia.ru/folklore/thompson/j.htm
J400,Choice of,https://www.ruthenia.ru/folklore/thompson/j.htm
J410,Association of,https://www.ruthenia.ru/folklore/thompson/j.htm
J952.1,Presumptuous,https://www.ruthenia.ru/folklore/thompson/j.htm
J420,Association of,https://www.ruthenia.ru/folklore/thompson/j.htm
J440,Association of,https://www.ruthenia.ru/folklore/thompson/j.htm
J450,Association of the,https://www.ruthenia.ru/folklore/thompson/j.htm
J460,Unnecessary,https://www.ruthenia.ru/folklore/thompson/j.htm
J480,Other choices.,https://www.ruthenia.ru/folklore/thompson/j.htm
J510,Prudence in,https://www.ruthenia.ru/folklore/thompson/j.htm
J530,Prudence in,https://www.ruthenia.ru/folklore/thompson/j.htm
J550,Zeal--temperate,https://www.ruthenia.ru/folklore/thompson/j.htm
J570,Wisdom of,https://www.ruthenia.ru/folklore/thompson/j.htm
J580,Wisdom of caution.,https://www.ruthenia.ru/folklore/thompson/j.htm
J610,Forethought in,https://www.ruthenia.ru/folklore/thompson/j.htm
J620,Forethought in,https://www.ruthenia.ru/folklore/thompson/j.htm
J640,Avoidance of,https://www.ruthenia.ru/folklore/thompson/j.htm
J670,Forethought in,https://www.ruthenia.ru/folklore/thompson/j.htm
J680,Forethought in,https://www.ruthenia.ru/folklore/thompson/j.htm
J700,Forethought in,https://www.ruthenia.ru/folklore/thompson/j.htm
J710,Forethought in,https://www.ruthenia.ru/folklore/thompson/j.htm
J740,Forethought in,https://www.ruthenia.ru/folklore/thompson/j.htm
J751,Consider,https://www.ruthenia.ru/folklore/thompson/j.htm
J810,Policy in dealing,https://www.ruthenia.ru/folklore/thompson/j.htm
J830,Adaptability to,https://www.ruthenia.ru/folklore/thompson/j.htm
J860,Consolation by a,https://www.ruthenia.ru/folklore/thompson/j.htm
J870,Consolation by,https://www.ruthenia.ru/folklore/thompson/j.htm
J880,Consolation by,https://www.ruthenia.ru/folklore/thompson/j.htm
J890,Consolation in,https://www.ruthenia.ru/folklore/thompson/j.htm
J900,Humility.,https://www.ruthenia.ru/folklore/thompson/j.htm
J910,Humility of the,https://www.ruthenia.ru/folklore/thompson/j.htm
J950,Presumption of the,https://www.ruthenia.ru/folklore/thompson/j.htm
J1010,Value of,https://www.ruthenia.ru/folklore/thompson/j.htm
J1020,Strength in,https://www.ruthenia.ru/folklore/thompson/j.htm
J1030,Self-dependence.,https://www.ruthenia.ru/folklore/thompson/j.htm
J1040,Decisiveness of,https://www.ruthenia.ru/folklore/thompson/j.htm
J1050,Attention to,https://www.ruthenia.ru/folklore/thompson/j.htm
J1060,Miscellaneous,https://www.ruthenia.ru/folklore/thompson/j.htm
J1074.1.1,Philosopher,https://www.ruthenia.ru/folklore/thompson/j.htm
J1100,Cleverness.,https://www.ruthenia.ru/folklore/thompson/j.htm
J1110,Clever persons.,https://www.ruthenia.ru/folklore/thompson/j.htm
J1130,Cleverness in law,https://www.ruthenia.ru/folklore/thompson/j.htm
J1140,Cleverness in,https://www.ruthenia.ru/folklore/thompson/j.htm
J1150,Cleverness,https://www.ruthenia.ru/folklore/thompson/j.htm
J1160,Clever pleading.,https://www.ruthenia.ru/folklore/thompson/j.htm
J1180,Clever means of,https://www.ruthenia.ru/folklore/thompson/j.htm
J1190,Cleverness in the,https://www.ruthenia.ru/folklore/thompson/j.htm
J1210,Clever man puts,https://www.ruthenia.ru/folklore/thompson/j.htm
J1224,Poet puts others,https://www.ruthenia.ru/folklore/thompson/j.htm
J1230,Clever dividing.,https://www.ruthenia.ru/folklore/thompson/j.htm
J1250,Clever verbal,https://www.ruthenia.ru/folklore/thompson/j.htm
J1260,Repartee based on,https://www.ruthenia.ru/folklore/thompson/j.htm
J1270,Repartee,https://www.ruthenia.ru/folklore/thompson/j.htm
J1280,Repartee with,https://www.ruthenia.ru/folklore/thompson/j.htm
J1290,Reductio ad,https://www.ruthenia.ru/folklore/thompson/j.htm
J1300,Officiousness or,https://www.ruthenia.ru/folklore/thompson/j.htm
J1310,Repartee,https://www.ruthenia.ru/folklore/thompson/j.htm
J1320,Repartee,https://www.ruthenia.ru/folklore/thompson/j.htm
J1330,Repartee,https://www.ruthenia.ru/folklore/thompson/j.htm
J1340,Retorts from,https://www.ruthenia.ru/folklore/thompson/j.htm
J1350,Rude retorts.,https://www.ruthenia.ru/folklore/thompson/j.htm
J1370,Cynical retorts,https://www.ruthenia.ru/folklore/thompson/j.htm
J1380,Retorts,https://www.ruthenia.ru/folklore/thompson/j.htm
J1390,Retorts,https://www.ruthenia.ru/folklore/thompson/j.htm
J1400,Repartee,https://www.ruthenia.ru/folklore/thompson/j.htm
J1410,Repartee,https://www.ruthenia.ru/folklore/thompson/j.htm
J1420,Animals retort,https://www.ruthenia.ru/folklore/thompson/j.htm
J1430,Repartee,https://www.ruthenia.ru/folklore/thompson/j.htm
J1500,Clever practical,https://www.ruthenia.ru/folklore/thompson/j.htm
J1510,The cheater,https://www.ruthenia.ru/folklore/thompson/j.htm
J1530,One absurdity,https://www.ruthenia.ru/folklore/thompson/j.htm
J1540,Retorts between,https://www.ruthenia.ru/folklore/thompson/j.htm
J1550,Practical,https://www.ruthenia.ru/folklore/thompson/j.htm
J1560,Practical,https://www.ruthenia.ru/folklore/thompson/j.htm
J1580,Practical retorts,https://www.ruthenia.ru/folklore/thompson/j.htm
J1600,Practical,https://www.ruthenia.ru/folklore/thompson/j.htm
J1700,Fools.,https://www.ruthenia.ru/folklore/thompson/j.htm
J1710,Association with,https://www.ruthenia.ru/folklore/thompson/j.htm
J1730,Absurd ignorance.,https://www.ruthenia.ru/folklore/thompson/j.htm
J1750,One animal,https://www.ruthenia.ru/folklore/thompson/j.htm
J1760,Animal or person,https://www.ruthenia.ru/folklore/thompson/j.htm
J1770,Objects with,https://www.ruthenia.ru/folklore/thompson/j.htm
J1780,Things thought to,https://www.ruthenia.ru/folklore/thompson/j.htm
J1790,Shadow mistaken,https://www.ruthenia.ru/folklore/thompson/j.htm
J1800,One thing,https://www.ruthenia.ru/folklore/thompson/j.htm
J1810,Physical,https://www.ruthenia.ru/folklore/thompson/j.htm
J1820,Inappropriate,https://www.ruthenia.ru/folklore/thompson/j.htm
J1850,Gift or sale to,https://www.ruthenia.ru/folklore/thompson/j.htm
J1860,Animal or object,https://www.ruthenia.ru/folklore/thompson/j.htm
J1870,Absurd sympathy,https://www.ruthenia.ru/folklore/thompson/j.htm
J1880,Animals or,https://www.ruthenia.ru/folklore/thompson/j.htm
J1900,Absurd disregard,https://www.ruthenia.ru/folklore/thompson/j.htm
J1910,Fatal disregard,https://www.ruthenia.ru/folklore/thompson/j.htm
J1920,Absurd searches,https://www.ruthenia.ru/folklore/thompson/j.htm
J1930,Absurd disregard,https://www.ruthenia.ru/folklore/thompson/j.htm
J1960,Other absurd,https://www.ruthenia.ru/folklore/thompson/j.htm
J2010,Uncertainty about,https://www.ruthenia.ru/folklore/thompson/j.htm
J2020,Inability to find,https://www.ruthenia.ru/folklore/thompson/j.htm
J2030,Absurd inability,https://www.ruthenia.ru/folklore/thompson/j.htm
J2040,Absurd,https://www.ruthenia.ru/folklore/thompson/j.htm
J2050,Absurd,https://www.ruthenia.ru/folklore/thompson/j.htm
J2060,Absurd plans.,https://www.ruthenia.ru/folklore/thompson/j.htm
J2070,Absurd wishes.,https://www.ruthenia.ru/folklore/thompson/j.htm
J2080,Foolish bargains.,https://www.ruthenia.ru/folklore/thompson/j.htm
J2100,Remedies worse,https://www.ruthenia.ru/folklore/thompson/j.htm
J2120,Disregard of,https://www.ruthenia.ru/folklore/thompson/j.htm
J2130,Foolish disregard,https://www.ruthenia.ru/folklore/thompson/j.htm
J2160,Other,https://www.ruthenia.ru/folklore/thompson/j.htm
J2200,Absurd lack of,https://www.ruthenia.ru/folklore/thompson/j.htm
J2210,Logical absurdity,https://www.ruthenia.ru/folklore/thompson/j.htm
J2220,Other logical,https://www.ruthenia.ru/folklore/thompson/j.htm
J2260,Absurd scientific,https://www.ruthenia.ru/folklore/thompson/j.htm
J2270,Absurd,https://www.ruthenia.ru/folklore/thompson/j.htm
J2280,Other absurd,https://www.ruthenia.ru/folklore/thompson/j.htm
J2300,Gullible fools.,https://www.ruthenia.ru/folklore/thompson/j.htm
J2310,Nature of,https://www.ruthenia.ru/folklore/thompson/j.htm
J2370,Inquisitive fool.,https://www.ruthenia.ru/folklore/thompson/j.htm
J2400,Foolish imitation.,https://www.ruthenia.ru/folklore/thompson/j.htm
J2400,Foolish,https://www.ruthenia.ru/folklore/thompson/j.htm
J2410,Types of foolish,https://www.ruthenia.ru/folklore/thompson/j.htm
J2420,Foolish,https://www.ruthenia.ru/folklore/thompson/j.htm
J2450,Literal fool.,https://www.ruthenia.ru/folklore/thompson/j.htm
J2460,Literal,https://www.ruthenia.ru/folklore/thompson/j.htm
J2470,Metaphors,https://www.ruthenia.ru/folklore/thompson/j.htm
J2490,Literal,https://www.ruthenia.ru/folklore/thompson/j.htm
J2600,Cowardly fool.,https://www.ruthenia.ru/folklore/thompson/j.htm
J2650,Bungling fool.,https://www.ruthenia.ru/folklore/thompson/j.htm
J2700,The easy problem,https://www.ruthenia.ru/folklore/thompson/j.htm
K0,Contest won by,https://www.ruthenia.ru/folklore/thompson/k.htm
K10,Athletic contest,https://www.ruthenia.ru/folklore/thompson/k.htm
K30,Hunting contest won,https://www.ruthenia.ru/folklore/thompson/k.htm
K40,Labor contest won,https://www.ruthenia.ru/folklore/thompson/k.htm
K50,Endurance contest,https://www.ruthenia.ru/folklore/thompson/k.htm
K60,Absurd contest won,https://www.ruthenia.ru/folklore/thompson/k.htm
K70,Contest in strength,https://www.ruthenia.ru/folklore/thompson/k.htm
K80,Contests in other,https://www.ruthenia.ru/folklore/thompson/k.htm
K90,Other contests won,https://www.ruthenia.ru/folklore/thompson/k.htm
K100,Deceptive bargain,https://www.ruthenia.ru/folklore/thompson/k.htm
K110,Sale of,https://www.ruthenia.ru/folklore/thompson/k.htm
K120,Sale of false,https://www.ruthenia.ru/folklore/thompson/k.htm
K130,Sale of worthless,https://www.ruthenia.ru/folklore/thompson/k.htm
K140,Sale of other,https://www.ruthenia.ru/folklore/thompson/k.htm
K150,Sale of worthless,https://www.ruthenia.ru/folklore/thompson/k.htm
K170,Deception through,https://www.ruthenia.ru/folklore/thompson/k.htm
K200,Deception in,https://www.ruthenia.ru/folklore/thompson/k.htm
K210,Devil cheated of,https://www.ruthenia.ru/folklore/thompson/k.htm
K220,Payment precluded,https://www.ruthenia.ru/folklore/thompson/k.htm
K230,Other deceptions,https://www.ruthenia.ru/folklore/thompson/k.htm
K250,Other deceptive,https://www.ruthenia.ru/folklore/thompson/k.htm
K300,Thefts and,https://www.ruthenia.ru/folklore/thompson/k.htm
K310,Means of entering,https://www.ruthenia.ru/folklore/thompson/k.htm
K330,Means of,https://www.ruthenia.ru/folklore/thompson/k.htm
K360,Other means of,https://www.ruthenia.ru/folklore/thompson/k.htm
K400,Thief escapes,https://www.ruthenia.ru/folklore/thompson/k.htm
K420,Thief loses his,https://www.ruthenia.ru/folklore/thompson/k.htm
K500,Escape from death,https://www.ruthenia.ru/folklore/thompson/k.htm
K510,Death order evaded,https://www.ruthenia.ru/folklore/thompson/k.htm
K520,Death escaped,https://www.ruthenia.ru/folklore/thompson/k.htm
K540,Escape by overawing,https://www.ruthenia.ru/folklore/thompson/k.htm
K550,Escape by false,https://www.ruthenia.ru/folklore/thompson/k.htm
K580,Captor persuaded,https://www.ruthenia.ru/folklore/thompson/k.htm
K600,Murderer or captor,https://www.ruthenia.ru/folklore/thompson/k.htm
K620,Escape by,https://www.ruthenia.ru/folklore/thompson/k.htm
K630,Escape by,https://www.ruthenia.ru/folklore/thompson/k.htm
K640,Escape by help of,https://www.ruthenia.ru/folklore/thompson/k.htm
K650,Other means of,https://www.ruthenia.ru/folklore/thompson/k.htm
K700,Capture by,https://www.ruthenia.ru/folklore/thompson/k.htm
K710,Victim enticed,https://www.ruthenia.ru/folklore/thompson/k.htm
K730,Victim trapped,https://www.ruthenia.ru/folklore/thompson/k.htm
K750,Capture by decoy,https://www.ruthenia.ru/folklore/thompson/k.htm
K770,Other deceptive,https://www.ruthenia.ru/folklore/thompson/k.htm
K800,Fatal deception,https://www.ruthenia.ru/folklore/thompson/k.htm
K810,Fatal deception,https://www.ruthenia.ru/folklore/thompson/k.htm
K840,Deception into,https://www.ruthenia.ru/folklore/thompson/k.htm
K850,Fatal deceptive,https://www.ruthenia.ru/folklore/thompson/k.htm
K870,Fatal deception by,https://www.ruthenia.ru/folklore/thompson/k.htm
K890,Dupe tricked into,https://www.ruthenia.ru/folklore/thompson/k.htm
K910,Murder by strategy,https://www.ruthenia.ru/folklore/thompson/k.htm
K930,Treacherous murder,https://www.ruthenia.ru/folklore/thompson/k.htm
K940,Deception into,https://www.ruthenia.ru/folklore/thompson/k.htm
K950,Various kinds of,https://www.ruthenia.ru/folklore/thompson/k.htm
K960,Other fatal,https://www.ruthenia.ru/folklore/thompson/k.htm
K1000,Deception into,https://www.ruthenia.ru/folklore/thompson/k.htm
K1010,Deception through,https://www.ruthenia.ru/folklore/thompson/k.htm
K1020,Deception into,https://www.ruthenia.ru/folklore/thompson/k.htm
K1040,Dupe otherwise,https://www.ruthenia.ru/folklore/thompson/k.htm
K1080,Persons duped,https://www.ruthenia.ru/folklore/thompson/k.htm
K1110,Deceptions into,https://www.ruthenia.ru/folklore/thompson/k.htm
K1200,Deception into,https://www.ruthenia.ru/folklore/thompson/k.htm
K1210,Humiliated or,https://www.ruthenia.ru/folklore/thompson/k.htm
K1240,Deception into,https://www.ruthenia.ru/folklore/thompson/k.htm
K1300,Seduction,https://www.ruthenia.ru/folklore/thompson/k.htm
K1310,Seduction by,https://www.ruthenia.ru/folklore/thompson/k.htm
K1330,Girl tricked into,https://www.ruthenia.ru/folklore/thompson/k.htm
K1340,Entrance into,https://www.ruthenia.ru/folklore/thompson/k.htm
K1350,Woman persuaded,https://www.ruthenia.ru/folklore/thompson/k.htm
K1400,Dupe‘s property destroyed,https://www.ruthenia.ru/folklore/thompson/k.htm
K1410,Dupe’s goods destroyed,https://www.ruthenia.ru/folklore/thompson/k.htm
K1440,Dupe‘s animals destroyed or maimed,https://www.ruthenia.ru/folklore/thompson/k.htm
K1460,Members of dupe’s family killed,https://www.ruthenia.ru/folklore/thompson/k.htm
K1500,Deception,https://www.ruthenia.ru/folklore/thompson/k.htm
K1510,Adulteress,https://www.ruthenia.ru/folklore/thompson/k.htm
K1550,Husband outwits,https://www.ruthenia.ru/folklore/thompson/k.htm
K1570,Trickster outwits,https://www.ruthenia.ru/folklore/thompson/k.htm
K1580,Other deceits,https://www.ruthenia.ru/folklore/thompson/k.htm
K1600,Deceiver falls,https://www.ruthenia.ru/folklore/thompson/k.htm
K1610,Deceiver falls,https://www.ruthenia.ru/folklore/thompson/k.htm
K1700,Deception through,https://www.ruthenia.ru/folklore/thompson/k.htm
K1710,Ogre (large,https://www.ruthenia.ru/folklore/thompson/k.htm
K1760,Other bluffs,https://www.ruthenia.ru/folklore/thompson/k.htm
K1800,Deception by,https://www.ruthenia.ru/folklore/thompson/k.htm
K1810,Deception by disguise,https://www.ruthenia.ru/folklore/thompson/k.htm
K1840,Deception by,https://www.ruthenia.ru/folklore/thompson/k.htm
K1860,Deception by,https://www.ruthenia.ru/folklore/thompson/k.htm
K1870,Illusions,https://www.ruthenia.ru/folklore/thompson/k.htm
K1900,Impostures,https://www.ruthenia.ru/folklore/thompson/k.htm
K1910,Marital,https://www.ruthenia.ru/folklore/thompson/k.htm
K1920,Substituted,https://www.ruthenia.ru/folklore/thompson/k.htm
K1930,Treacherous,https://www.ruthenia.ru/folklore/thompson/k.htm
K1950,Sham prowess,https://www.ruthenia.ru/folklore/thompson/k.htm
K1970,Sham miracles,https://www.ruthenia.ru/folklore/thompson/k.htm
K1980,Other impostures,https://www.ruthenia.ru/folklore/thompson/k.htm
K2000,Hypocrites,https://www.ruthenia.ru/folklore/thompson/k.htm
K2010,Hypocrite,https://www.ruthenia.ru/folklore/thompson/k.htm
K2030,Double dealers,https://www.ruthenia.ru/folklore/thompson/k.htm
K2050,Pretended virtue,https://www.ruthenia.ru/folklore/thompson/k.htm
K2060,Detection of,https://www.ruthenia.ru/folklore/thompson/k.htm
K2100,False accusations,https://www.ruthenia.ru/folklore/thompson/k.htm
K2110,Slanders,https://www.ruthenia.ru/folklore/thompson/k.htm
K2130,Trouble-makers,https://www.ruthenia.ru/folklore/thompson/k.htm
K2150,Innocent made to,https://www.ruthenia.ru/folklore/thompson/k.htm
K2200,Villains and,https://www.ruthenia.ru/folklore/thompson/k.htm
K2210,Treacherous,https://www.ruthenia.ru/folklore/thompson/k.htm
K2220,Treacherous,https://www.ruthenia.ru/folklore/thompson/k.htm
K2230,Treacherous,https://www.ruthenia.ru/folklore/thompson/k.htm
K2240,Treacherous,https://www.ruthenia.ru/folklore/thompson/k.htm
K2250,Treacherous,https://www.ruthenia.ru/folklore/thompson/k.htm
K2260,Dark traitors,https://www.ruthenia.ru/folklore/thompson/k.htm
K2270,Deformed villains,https://www.ruthenia.ru/folklore/thompson/k.htm
K2280,Treacherous,https://www.ruthenia.ru/folklore/thompson/k.htm
K2290,Other villains,https://www.ruthenia.ru/folklore/thompson/k.htm
K2300,Other deceptions,https://www.ruthenia.ru/folklore/thompson/k.htm
K2310,Deception by,https://www.ruthenia.ru/folklore/thompson/k.htm
K2320,Deception by,https://www.ruthenia.ru/folklore/thompson/k.htm
K2350,Military strategy,https://www.ruthenia.ru/folklore/thompson/k.htm
K2370,Miscellaneous,https://www.ruthenia.ru/folklore/thompson/k.htm
K0,Contest won by,https://www.ruthenia.ru/folklore/thompson/k.htm
K10,Athletic contest,https://www.ruthenia.ru/folklore/thompson/k.htm
K30,Hunting contest won,https://www.ruthenia.ru/folklore/thompson/k.htm
K40,Labor contest won,https://www.ruthenia.ru/folklore/thompson/k.htm
K50,Endurance contest,https://www.ruthenia.ru/folklore/thompson/k.htm
K60,Absurd contest won,https://www.ruthenia.ru/folklore/thompson/k.htm
K70,Contest in strength,https://www.ruthenia.ru/folklore/thompson/k.htm
K80,Contests in other,https://www.ruthenia.ru/folklore/thompson/k.htm
K90,Other contests won,https://www.ruthenia.ru/folklore/thompson/k.htm
K100,Deceptive,https://www.ruthenia.ru/folklore/thompson/k.htm
K110,Sale of,https://www.ruthenia.ru/folklore/thompson/k.htm
K120,Sale of false,https://www.ruthenia.ru/folklore/thompson/k.htm
K130,Sale of worthless,https://www.ruthenia.ru/folklore/thompson/k.htm
K140,Sale of other,https://www.ruthenia.ru/folklore/thompson/k.htm
K150,Sale of worthless,https://www.ruthenia.ru/folklore/thompson/k.htm
K170,Deception through,https://www.ruthenia.ru/folklore/thompson/k.htm
C57.1.1,Tabu: fraudulent sacrifice.,https://www.ruthenia.ru/folklore/thompson/k.htm
K210,Devil cheated of,https://www.ruthenia.ru/folklore/thompson/k.htm
K220,Payment precluded,https://www.ruthenia.ru/folklore/thompson/k.htm
K230,Other deceptions,https://www.ruthenia.ru/folklore/thompson/k.htm
K250,Other deceptive,https://www.ruthenia.ru/folklore/thompson/k.htm
K1867,Trickster shams,https://www.ruthenia.ru/folklore/thompson/k.htm
K300,Thefts and,https://www.ruthenia.ru/folklore/thompson/k.htm
K310,Means of entering,https://www.ruthenia.ru/folklore/thompson/k.htm
K1836,Disguise of man,https://www.ruthenia.ru/folklore/thompson/k.htm
K330,Means of,https://www.ruthenia.ru/folklore/thompson/k.htm
K360,Other means of,https://www.ruthenia.ru/folklore/thompson/k.htm
K400,Thief escapes,https://www.ruthenia.ru/folklore/thompson/k.htm
K420,Thief loses his,https://www.ruthenia.ru/folklore/thompson/k.htm
K440,Other cheats.,https://www.ruthenia.ru/folklore/thompson/k.htm
K500,Escape from death,https://www.ruthenia.ru/folklore/thompson/k.htm
K510,Death order,https://www.ruthenia.ru/folklore/thompson/k.htm
K520,Death escaped,https://www.ruthenia.ru/folklore/thompson/k.htm
K540,Escape by,https://www.ruthenia.ru/folklore/thompson/k.htm
K550,Escape by false,https://www.ruthenia.ru/folklore/thompson/k.htm
K580,Captor persuaded,https://www.ruthenia.ru/folklore/thompson/k.htm
K600,Murderer or captor,https://www.ruthenia.ru/folklore/thompson/k.htm
K620,Escape by deceiving,https://www.ruthenia.ru/folklore/thompson/k.htm
K630,Escape by,https://www.ruthenia.ru/folklore/thompson/k.htm
K640,Escape by help of,https://www.ruthenia.ru/folklore/thompson/k.htm
K650,Other means of,https://www.ruthenia.ru/folklore/thompson/k.htm
K700,Capture by,https://www.ruthenia.ru/folklore/thompson/k.htm
K710,Victim enticed,https://www.ruthenia.ru/folklore/thompson/k.htm
K730,Victim trapped.,https://www.ruthenia.ru/folklore/thompson/k.htm
K750,Capture by decoy.,https://www.ruthenia.ru/folklore/thompson/k.htm
K770,Other deceptive,https://www.ruthenia.ru/folklore/thompson/k.htm
K800,Killing or maiming,https://www.ruthenia.ru/folklore/thompson/k.htm
K810,Fatal deception,https://www.ruthenia.ru/folklore/thompson/k.htm
K840,Deception into,https://www.ruthenia.ru/folklore/thompson/k.htm
K850,Fatal deceptive,https://www.ruthenia.ru/folklore/thompson/k.htm
K870,Fatal deception by,https://www.ruthenia.ru/folklore/thompson/k.htm
K890,Dupe tricked into,https://www.ruthenia.ru/folklore/thompson/k.htm
K910,Murder by,https://www.ruthenia.ru/folklore/thompson/k.htm
K930,Treacherous murder,https://www.ruthenia.ru/folklore/thompson/k.htm
K940,Deception into,https://www.ruthenia.ru/folklore/thompson/k.htm
K950,Various kinds of,https://www.ruthenia.ru/folklore/thompson/k.htm
K960,Other fatal,https://www.ruthenia.ru/folklore/thompson/k.htm
K1000,Deception into,https://www.ruthenia.ru/folklore/thompson/k.htm
K1010,Deception through,https://www.ruthenia.ru/folklore/thompson/k.htm
K1020,Deception into,https://www.ruthenia.ru/folklore/thompson/k.htm
